Macro,StepSize,Freq,Ampl,Dur,BurstLen,InterBurstLen,PreStimLen,PulseWidth,InterPulseWidth,StimElec,BipoElec,BipoarCh,CathodeCheck,Ready,GapBetwStims
0,200,20,3,5,0.35,150,0,100,100,1,0,0,0,1,2
0,200,100,3,5,0.35,150,0,100,100,1,0,0,0,1,2
0,200,200,3,5,0.35,150,0,100,100,1,0,0,0,1,2
0,200,100,3,5,0.35,150,0,100,100,1,0,0,0,1,2
0,200,20,3,5,0.35,150,0,100,100,1,0,0,0,1,2
